"id","type","epic","summary","priority","points","sprint1","labels","dependsOn","acCount","acceptanceCriteria","description"
"E10-04","Story","submission-ops","Record submission and capture the outcome","Medium","3","no","submission-ops area:api","E10-03 E5-05","6","AC1 — Given a tender with a downloaded final pack, When the tester clicks Mark as submitted, enters today's date and confirms, Then the tender status shows `Submitted` with the date and the recording user's email.
AC2 — Given a submitted tender, When the reminder job runs, Then no deadline reminder is sent for it.
AC3 — Given a submitted tender, When the tester records the outcome `Lost` with winning supplier `Acme Ltd`, award value 480,000 euro and the feedback text, Then all four values are shown on the tender.
AC4 — Given that recorded outcome, When the tester queries `award_history` for that authority and CPV, Then a row sourced as first-party is present with the supplier and value.
AC5 — Given the tester records an outcome of `Won`, When they open the Portfolio screen, Then the tender appears under `Won` and is excluded from the live pipeline value.
AC6 — Given a tender not yet marked as submitted, When the tester attempts to record an outcome, Then the message `Record the submission first` is shown and nothing is saved.","**Context**

Once the human submits on eTenders the product loses the thread. Recording the submission and, later, the result closes the loop: reminders stop, the portfolio is accurate, and win/loss data accumulates against the award history that drives E5 intelligence.

**Notes**

Mark as submitted (date, who, files submitted); later capture outcome (won, lost, withdrawn, disqualified) with award value, winning supplier where published, and the buyer's feedback text. Outcomes write into `award_history` tagged as first-party so they are distinguishable from OGP open data."
"E10-05","Story","submission-ops","Bid task list with owners and due dates","Low","3","no","submission-ops area:web","E11-02","5","AC1 — Given a tender with a blocker `Tax clearance certificate — missing`, When the tester opens the Tasks panel, Then a task with that title exists with origin `Blocker`.
AC2 — Given that task, When the tester assigns it to a team member and sets a due date of 12 March 2026, Then the task shows that owner and date after a page reload.
AC3 — Given the tester uploads the missing tax clearance certificate, When they reopen the Tasks panel, Then the task shows as completed.
AC4 — Given a task added by hand and assigned to another team member, When that member signs in and opens My tasks, Then the task is listed with its tender name and due date.
AC5 — Given a task whose due date has passed and which is not complete, When the tester opens the Tasks panel, Then it is flagged `Overdue`.","**Context**

Blockers tell a team what is unresolved but not who is doing it or by when. On a multi-person bid (once E11 lands) the missing layer is ownership.

**Notes**

`bid_tasks` table (tender_id, title, owner user, due date, status, origin — auto-generated from a blocker or added by hand). Blockers generate tasks automatically; resolving the blocker completes the task. Task list on the tender and a per-user 'my tasks' view."
"E11-01","Spike","teams-billing","Spike: design the multi-user tenant model and migration path","High","3","no","teams-billing area:api","","5","AC1 — Given the merged branch, When the reviewer opens `docs/TENANCY.md`, Then it names the chosen tenant model with a table diagram and states why the rejected alternative was rejected.
AC2 — Given the document, When the reviewer reads the migration section, Then it lists every table holding `account_id` today and states, per table, the exact change and its ordering relative to the others.
AC3 — Given the document, When the reviewer reads the token section, Then it states the new JWT claim shape and what happens to a token issued before the cutover.
AC4 — Given the document, When the reviewer reads the rollback section, Then it states how to return to the previous schema and what data would be lost by doing so.
AC5 — Given the document, When the reviewer reads the testing section, Then it names the cross-tenant access tests that must pass before the migration is applied to production.","**Context**

`companies.account_id` is UNIQUE against `users`, so one user equals one company and `account_id` is the tenant key in every query, every JWT and every row of eight tables. Introducing teams changes the meaning of that column everywhere at once — the riskiest migration in the backlog. It needs a design before it needs code.

**Notes**

Timebox two days. Decide: separate `organisations` table with `memberships`, versus promoting `companies` to the tenant; how `account_id` is renamed or repointed across `tenders`, `tender_documents`, `bid_answers`, `evidence_library`, `people`, `notifications`, `usage_events`; JWT claim shape and how existing 12-hour tokens behave through the cutover; the backfill for existing single-user accounts; and the rollback. Output `docs/TENANCY.md` with the chosen model, the migration steps in order, and the isolation tests that must pass before and after."
"E11-02","Story","teams-billing","Introduce organisations and memberships","High","5","no","teams-billing area:api","E11-01 E12-01","5","AC1 — Given an existing single-user account with two tenders and five evidence items, When the tester applies the migration and signs in, Then the same two tenders and five evidence items are listed.
AC2 — Given the migrated database, When the tester queries the memberships table, Then each pre-existing user has exactly one membership with role `owner`.
AC3 — Given a token issued before the migration, When the tester calls an API endpoint with it after the migration, Then the response status is 401 and the browser returns the user to sign-in, rather than returning another organisation's data.
AC4 — Given the migrated database, When the tester runs the cross-tenant isolation test suite, Then every test passes.
AC5 — Given the migration has been applied, When the tester runs the documented rollback on a copy of the database, Then the previous schema is restored and the application starts against it.","**Context**

This is the schema change designed in E11-01: the tenant becomes an organisation with members, breaking the one-user-one-company constraint that blocks every team feature and every seat-based price.

**Notes**

Create `organisations` and `memberships`, backfill one organisation per existing user, repoint tenant-scoped tables, change the JWT to carry the organisation identifier, and keep every query tenant-filtered. The E12-01 isolation tests must be green before and after. No user-visible feature ships in this story beyond continuity — invites and roles follow in E11-03 and E11-04."
"E11-03","Story","teams-billing","Invite team members by email","High","3","no","teams-billing area:api","E11-02 E3-02","6","AC1 — Given an owner on the Team screen, When the tester invites `colleague@example.test` as an editor, Then the invitation is listed as `Pending` and an email is sent to that address.
AC2 — Given the invited person opens the emailed link and sets a password, When they sign in, Then they see the organisation's tenders and appear on the Team screen as an editor.
AC3 — Given an invitation link that has already been used, When the tester opens it again, Then the message `This invitation has already been accepted` is shown and no second membership is created.
AC4 — Given an invitation created 8 days ago, When the tester opens its link, Then the message `This invitation has expired` is shown and no membership is created.
AC5 — Given a pending invitation, When the owner revokes it and the invited person then opens the link, Then the message `This invitation is no longer valid` is shown.
AC6 — Given `colleague@example.test` is already a member, When the owner invites that address again, Then the message `That person is already a member` is shown and no invitation is created.","**Context**

With organisations in place, a company needs to add its bid manager, its technical lead and its finance contact. Invitation is the first thing a new customer tries after signing up with colleagues.

**Notes**

`invitations` table (organisation, email, role, token hash, expires_at, accepted_at, invited_by). Emailed single-use link expiring in 7 days; accepting creates the user (or joins an existing one) and the membership. Pending invitations count against the seat limit once E11-06 lands."
"E11-04","Story","teams-billing","Enforce owner, editor and viewer roles","High","3","no","teams-billing area:api","E11-03","5","AC1 — Given a viewer signed in, When they open a tender, Then the Draft, Save answer and Download final ZIP controls are absent.
AC2 — Given a viewer's valid token, When the tester calls the save-answer endpoint directly, Then the response status is 403 stating that the editor role is required, And the answer is unchanged.
AC3 — Given an editor signed in, When they open the Billing section, Then it is not shown, And a direct API call to the billing endpoint returns 403.
AC4 — Given an organisation with one owner, When that owner attempts to change their own role to editor, Then the message `An organisation must have at least one owner` is shown and the role is unchanged.
AC5 — Given an owner removes an editor from the Team screen, When that editor next calls the API with their existing token, Then the response status is 401 or 403 and no organisation data is returned.","**Context**

A finance contact should read a bid without editing it; only an owner should change billing or remove people. Roles exist in the membership record but nothing enforces them.

**Notes**

Role checks in middleware on every mutating route, not only in the UI: owner (everything including billing, invitations, deletion), editor (bids, evidence, people, drafting, packs), viewer (read plus comments). The last owner cannot be demoted or removed. Refusals return 403 with a message naming the required role."
"E11-05","Spike","teams-billing","Spike: define subscription plans and the Stripe integration shape","High","2","no","teams-billing area:api","E8-06","5","AC1 — Given the merged branch, When the reviewer opens `docs/BILLING.md`, Then each tier is listed with its monthly price, annual price, seat count, live-tender limit and AI allowance.
AC2 — Given the document, When the reviewer reads the cost section, Then it states the measured average token usage per analysed tender taken from `usage_events` and the resulting cost per tender.
AC3 — Given the document, When the reviewer reads the Stripe section, Then it names every Stripe object and webhook event the implementation will use.
AC4 — Given the document, When the reviewer reads the tax and proration sections, Then Irish VAT treatment and the behaviour when seats change mid-period are both stated.
AC5 — Given the document, When the reviewer reads the dunning section, Then it states what the customer sees and what access remains at each stage of a failed payment.","**Context**

Before writing checkout code the product needs prices, tiers and metered units decided, and the Stripe object model chosen. AI usage from E8-06 is the natural variable unit, but whether it is billed, capped or merely allowanced is unresolved.

**Notes**

Timebox one day. Output `docs/BILLING.md`: tier definitions (trial length, monthly and annual prices, seat counts, live-tender limits, AI allowance), the Stripe objects used (products, prices, subscriptions, customer portal, webhooks to consume), Irish VAT handling, proration on seat change, and dunning behaviour. Include the AI cost per average tender from real `usage_events` data so the allowance is grounded."
"E11-06","Story","teams-billing","Stripe subscriptions with trial and checkout","High","5","no","teams-billing area:api","E11-05 E11-04","6","AC1 — Given a newly registered organisation, When the tester opens the Billing section, Then it shows `Trial` with the number of days remaining.
AC2 — Given an organisation on trial, When the tester selects the monthly tier with 3 seats and completes Stripe test checkout with card 4242 4242 4242 4242, Then the Billing section shows the active plan, 3 seats and the next renewal date.
AC3 — Given an active subscription, When Stripe sends the subscription-cancelled webhook, Then the Billing section shows `Cancelled` with the access end date.
AC4 — Given the tester replays a previously delivered webhook, When it is received again, Then the subscription state is unchanged and no duplicate record is created.
AC5 — Given a webhook request with an invalid signature, When it is received, Then the response status is 400 and no subscription change is made.
AC6 — Given the repository, When the tester runs `grep -rn 'sk_live' .`, Then no line is returned.","**Context**

No money changes hands today. This story makes an organisation a paying customer: a trial on signup, a checkout for a chosen tier and seat count, and a subscription record the rest of the product can gate on.

**Notes**

Stripe Checkout for purchase, webhooks for subscription lifecycle (created, updated, payment failed, cancelled) with signature verification and idempotent handling, and a `subscriptions` table mirroring state. Never trust client-reported plan state. Card details never reach our servers. Test-mode fixtures in CI; no live keys anywhere in the repository."
"E11-07","Story","teams-billing","Gate features by plan limits","High","3","no","teams-billing area:api","E11-06 E8-06","6","AC1 — Given a plan with 3 seats and 3 members, When the owner invites a fourth person, Then the message `Your plan includes 3 seats` is shown with an upgrade link and no invitation is created.
AC2 — Given a plan allowing 5 live tenders and 5 in flight, When the tester imports a sixth, Then the import is refused with a message naming the limit and no tender record is created.
AC3 — Given an organisation that has used 80 percent of its monthly AI allowance, When the tester opens any screen, Then a banner states the percentage used and the reset date.
AC4 — Given an organisation that has used 100 percent of its allowance, When the tester clicks Draft, Then the message `AI allowance for this period is used up` is shown and no answer is created, And no usage event is recorded.
AC5 — Given the organisation upgrades to a larger tier, When the tester retries the refused action, Then it completes.
AC6 — Given an organisation over its allowance, When the tester opens an existing tender, Then previously drafted answers, packs and analysis are still readable.","**Context**

A subscription that grants nothing different from the trial is not a business. Seats, live tenders in flight and the AI token allowance from E8-06 are the three limits defined in E11-05, and they must be enforced server-side.

**Notes**

One policy module consulted by the routes that create members, import tenders and call the model. Limits refuse with a clear message naming the limit and the upgrade path; the AI allowance warns at 80 percent before refusing at 100 percent. Never truncate work silently, and never leave a half-created record when a limit refuses."
"E11-08","Story","teams-billing","Billing portal and dunning emails","Medium","3","no","teams-billing area:api","E11-06 E3-02","6","AC1 — Given an owner in the Billing section, When the tester clicks Manage billing, Then the Stripe customer portal opens for that organisation's customer record.
AC2 — Given an editor, When they call the portal-session endpoint directly, Then the response status is 403 and no portal session is created.
AC3 — Given Stripe reports a failed payment, When the dunning job runs, Then an email is sent to the owner naming the amount, the failure and the date access becomes restricted.
AC4 — Given payment has failed past the final dunning stage, When the tester clicks Draft, Then the message `Billing issue — update your payment method` is shown and no draft is produced.
AC5 — Given that restricted state, When the tester opens an existing tender, Then its answers and evidence are readable and the data export control is available.
AC6 — Given the owner updates the card in the portal and payment succeeds, When the tester returns to the application, Then AI actions and pack downloads are available again.","**Context**

Customers change cards, download invoices, add seats and cancel. Building those screens is wasted work when Stripe's customer portal does it; what the product owes is the entry point, the state mirror and the recovery flow when payment fails.

**Notes**

Portal session endpoint restricted to owners; dunning emails on payment failure per the E11-05 schedule, ending in a defined restricted state where data stays readable and exportable but AI actions and pack downloads stop. Never delete customer data on non-payment."
"E12-01","Story","trust-security-ops","Automated cross-tenant isolation test suite","Highest","3","no","trust-security-ops area:api","E1-01","5","AC1 — Given two seeded accounts A and B, When the tester runs the isolation suite, Then every attempt by B to read or modify A's tenders, documents, answers, evidence, people and notifications returns 403 or 404 with no resource data in the body, and the suite exits with code 0.
AC2 — Given the tester removes the `account_id` filter from the tender lookup in `server/src/db.ts`, When they run the isolation suite, Then it exits non-zero and names the tender endpoint.
AC3 — Given the tester adds a new authenticated route without adding an isolation case, When they run the suite, Then it exits non-zero and names the uncovered route.
AC4 — Given account B requests account A's pack download URL directly, When the suite runs, Then no ZIP bytes are returned and the response status is 404.
AC5 — Given a pull request, When CI completes, Then the isolation suite appears in the `ci-pr` job output with its results.","**Context**

Every query filters by `account_id`, but nothing proves it. One forgotten filter in any future story leaks another company's bid — the failure that ends the business. The proof must be a test suite that runs on every pull request, and it must exist before the E11 tenancy migration rewrites those filters.

**Notes**

Seed two accounts with overlapping data, then attempt every read and mutation of account A's resources using account B's token, asserting 403 or 404 and an empty body — tenders, documents, answers, evidence, people, notifications, packs, usage. Drive it from the route table so a newly added route without a case fails the suite. Runs against the Postgres service container in CI."
"E12-02","Story","trust-security-ops","Structured logging with request identifiers","High","2","no","trust-security-ops area:infra","E1-01","5","AC1 — Given the server is running, When the tester requests `GET /api/tenders` and inspects the server output, Then one JSON line is written containing the route, HTTP status, duration in milliseconds, request id and account id.
AC2 — Given the same request, When the tester inspects the response headers, Then a request-id header is present with the same value as the log line.
AC3 — Given a request that fails with a 500, When the tester reads the error response body in production mode, Then it contains the request id and no stack trace or internal message.
AC4 — Given a sign-in request, When the tester searches the log output for the submitted password and the issued token, Then neither value appears.
AC5 — Given the discovery job runs, When the tester inspects its output, Then it emits the same JSON line format including the run outcome.","**Context**

The server logs with `console` and `safeError` deliberately erases context in production, so a customer report cannot be traced to a request. Structured JSON logs with a request identifier are the precondition for both support and the Sentry work in E12-03.

**Notes**

One logger emitting JSON lines (timestamp, level, request id, account id, route, duration, status); request id generated per request, returned in a response header, and included in the client-visible error body so a user can quote it. Never log secrets, tokens, document contents or full request bodies."
"E12-03","Story","trust-security-ops","Sentry error tracking for API and web with release tagging","High","3","no","trust-security-ops area:infra","E12-02","6","AC1 — Given Sentry is configured on staging, When the tester triggers the deliberate test error endpoint, Then an event appears in the API Sentry project within a minute, tagged with the release SHA and the request id.
AC2 — Given the web app on staging, When the tester triggers a client-side error, Then an event appears in the web Sentry project tagged with the same release SHA as the deployed build.
AC3 — Given a request that included a bearer token and an uploaded document, When the tester inspects the resulting Sentry event, Then neither the token nor any document text appears in it.
AC4 — Given `SENTRY_DSN` is unset, When the tester starts the server and makes a request that errors, Then the server continues to run and logs the error locally.
AC5 — Given a customer quotes a request id, When the tester searches Sentry for that id, Then the matching event is found.
AC6 — Given Sentry is unreachable (the DSN host is blocked), When the tester triggers an error, Then the API request still returns its normal response and the server does not stall waiting on Sentry.","**Context**

Errors are invisible: a broken deploy is discovered when a customer emails. Sentry on both sides, tagged with the release and the request id from E12-02, turns that into an alert with a trace.

**Notes**

Sentry SDKs on API and web; release tag from the commit SHA set at build and deploy time; scrub personally identifiable data and document text from event payloads; the request id becomes a searchable tag so a customer report maps to an event. Sentry-to-Jira linking is an operator task recorded in `SETUP_CHECKLIST.md`."
"E12-04","Story","trust-security-ops","Encrypt vault and tender documents at rest","High","3","no","trust-security-ops area:infra","E6-02","6","AC1 — Given the tester uploads a vault document containing the phrase `Certificate of Tax Clearance`, When they inspect the stored object or column directly in the storage backend, Then that phrase does not appear in the stored bytes.
AC2 — Given that encrypted document, When the tester downloads it through the application, Then the file opens with its original content unchanged.
AC3 — Given documents stored before this change, When the tester runs the migration and downloads one, Then it opens with its original content.
AC4 — Given the encryption key environment variable is unset, When the tester starts the server in production mode, Then it refuses to start with a message naming the missing key.
AC5 — Given a document encrypted under key version 1, When the operator adds key version 2 and runs the rotation procedure, Then the document is readable and its recorded key identifier reads version 2.
AC6 — Given the extracted text of an encrypted document, When the tester inspects it in storage, Then it is not readable as plain text.","**Context**

Vault documents are financial statements, insurance certificates and personal CVs. Provider-level disk encryption is the floor, not an answer to a buyer's diligence questionnaire. Application-level encryption with a key the operator controls is.

**Notes**

Envelope encryption: per-document data key wrapped by a key from the environment, stored beside the ciphertext, with a key identifier recorded per document to allow rotation. Extracted text is encrypted alongside the file — it contains the same information. Document the rotation procedure. Losing the key means losing the documents: say so plainly in the runbook."
"E12-05","Story","trust-security-ops","GDPR data export and account deletion","High","5","no","trust-security-ops area:api","E11-02","6","AC1 — Given an organisation with tenders, answers, evidence, people and vault files, When the owner requests a data export and it completes, Then a downloadable archive contains JSON files for each data type plus the original vault files.
AC2 — Given the export archive, When the tester opens the people file, Then it contains the CV text and structured records for each person.
AC3 — Given an editor, When they request an export or a deletion through the API, Then the response status is 403 and neither is started.
AC4 — Given the owner requests deletion and types the confirmation phrase, When the grace period expires and the deletion job runs, Then signing in with that account fails, And querying the database for that organisation's tenders, documents, answers, evidence and people returns no rows.
AC5 — Given a deletion is pending inside the grace period, When the owner cancels it and signs in, Then all data is present.
AC6 — Given a completed deletion, When the tester queries `award_history` and another organisation's tenders, Then those rows are unaffected.","**Context**

The product processes personal data (CVs, names, contact details) and holds commercially sensitive bid material, with no way to export or delete it. Subject access and erasure are legal obligations and appear in every public-sector diligence questionnaire.

**Notes**

Self-service export producing a machine-readable archive of the organisation's data including vault files; account deletion with a stated grace period, owner-only, requiring typed confirmation, cascading across every table and the document store, with an audit entry that survives. Deletion must not break another organisation's data or the shared `award_history` reference table."
"E12-06","Story","trust-security-ops","Data retention policy and DPA page","Medium","3","no","trust-security-ops area:api","E12-05","5","AC1 — Given a retention setting of 24 months for closed tenders and a tender closed 25 months ago, When the tester runs the retention job, Then that tender and its documents are removed and the job output names the tender.
AC2 — Given a tender closed 12 months ago, When the retention job runs, Then it is unchanged.
AC3 — Given the retention job has run, When the tester opens the Audit log, Then an entry records the job with the counts removed per data class.
AC4 — Given the published DPA page, When the tester opens it, Then it lists every sub-processor with its purpose and its data location.
AC5 — Given records that exceed the retention period, When the tester runs the retention job with the dry-run flag, Then it reports what would be removed and the records are still present afterwards.","**Context**

Holding every document and every answer version forever is a liability and a diligence question with no good answer. A stated retention policy, enforced by a job, plus a published data processing agreement, is what a public-sector buyer's procurement team asks to see.

**Notes**

Configurable retention per data class (closed tenders and their documents, answer versions, audit log, usage events); a job that applies it and records what it removed; a published DPA and privacy page listing sub-processors (Anthropic, the email provider, Stripe, Sentry, the storage provider). Audit entries are retained longest."
"E12-07","Story","trust-security-ops","Rate limit and quota the expensive endpoints","High","2","no","trust-security-ops area:api","E1-01","5","AC1 — Given a signed-in account, When the tester calls the analyse endpoint more times in a minute than the configured limit, Then the excess calls return 429 with a `Retry-After` header.
AC2 — Given a 429 from the analyse endpoint, When the tester reads the on-screen message, Then it states how long until the action can be retried.
AC3 — Given account A has reached its analysis limit, When account B calls the analyse endpoint, Then account B's request completes.
AC4 — Given a batch draft run over 12 questions, When it executes, Then no request in the run returns 429.
AC5 — Given the import endpoint limit is reached, When the tester waits for the stated window and retries, Then the import completes.","**Context**

Only `/api/auth/*` is rate limited. Import, analyse, draft, pack and deck are the expensive endpoints — they crawl an external portal, call a paid model and generate files — and any authenticated user can call them in a loop.

**Notes**

Per-account limits sized to real use, separate from the per-IP auth limiter: analysis and drafting per minute and per hour, import per hour, pack generation per minute. Refusals return 429 with a `Retry-After` header and a message stating when the action can be retried. Limits must not fire during normal batch drafting from E8-04."
"E12-08","Story","trust-security-ops","Backup, restore and staging seed runbook","Medium","3","no","trust-security-ops area:infra","E12-04","6","AC1 — Given the merged branch, When the reviewer opens `docs/RUNBOOK_BACKUP.md`, Then it states the backup mechanism, frequency and retention for the database, the document store and the encryption key.
AC2 — Given the runbook, When an operator follows the restore steps against staging, Then staging serves the restored data and the runbook records the date, the operator and the elapsed time of that rehearsal.
AC3 — Given the runbook, When the reviewer reads the key custody section, Then it states where the encryption key is held, who can retrieve it, and that documents are unrecoverable without it.
AC4 — Given a restored staging database, When the tester downloads a vault document there, Then it opens with its original content — proving the key and the data were restored together.
AC5 — Given the runbook, When the reviewer reads the verification section, Then it names the checks that confirm a restore is complete (row counts per table and a document download).
AC6 — Given a restore attempted with the wrong encryption key, When the operator follows the verification steps, Then the vault document download fails with a decryption error, And the runbook states this is the expected signal of a key mismatch.","**Context**

There is no documented way to recover the database or the document store, and nobody has proved a restore. An untested backup is not a backup — and with application-level encryption (E12-04) a restore now also depends on the key.

**Notes**

`docs/RUNBOOK_BACKUP.md`: what Neon's own retention covers, how to take and verify an off-provider dump, how document storage is backed up, the encryption key's custody and what a lost key means, and the step-by-step restore into staging. The story is complete only when a restore has actually been performed into staging and its evidence recorded."
"E13-01","Story","quality-release","Make ci-pr the required check on every story branch","High","2","yes","quality-release area:infra","E1-01","6","AC1 — Given a pull request from a story branch, When CI completes, Then the `ci-pr` check is reported on the pull request and its conclusion is success.
AC2 — Given a branch with a deliberately failing unit test, When the pull request is opened, Then `ci-pr` fails, the merge control is blocked, and the failing test name appears in the job log.
AC3 — Given a branch with a TypeScript error, When `ci-pr` runs, Then the typecheck step fails and names the file and line.
AC4 — Given the pull request job, When the tester reads its log, Then the integration tests ran against a Postgres service container with `server/migrations` applied.
AC5 — Given a green pull request with auto-merge enabled, When the required check reports success, Then the pull request merges without manual intervention.
AC6 — Given a pull request whose branch name carries no `TLY-` key, When CI runs, Then `ci-pr` still reports its result, And the pull request checklist shows the missing key so it can be corrected before merge.","**Context**

Bootstrap Phase 3 creates `.github/workflows/pr.yml` with the `ci-pr` job, but a workflow that is not a required check is advisory. This story proves the job runs green against the real committed source and that a red pull request cannot merge — the foundation of the whole Jira automation contract.

**Notes**

Fix whatever the workflow surfaces against the real tree (install steps for root and server, lint, typecheck, unit tests, both builds, integration tests against the Postgres service container running `server/migrations`). Branch protection itself is an operator task in `SETUP_CHECKLIST.md`; this story verifies the behaviour once it is set."
"E13-02","Story","quality-release","Staging deploy and e2e feedback to Jira on merge to main","High","3","no","quality-release area:infra","E13-01","5","AC1 — Given a merge to `main` whose commits carry a `TLY-` key, When the main workflow completes, Then staging is redeployed, `/health` responds, the e2e suite runs against `STAGING_URL`, and the workflow log shows the webhook request body containing that issue key and `""result"":""pass""`.
AC2 — Given that same run, When the tester opens the Jira Test ticket linked to that story, Then it has moved to Done.
AC3 — Given a merge whose e2e run fails deliberately, When the workflow completes, Then the webhook body contains `""result"":""fail""` with the run URL, And a Bug appears in Jira linked to that story.
AC4 — Given a merge whose commits contain no `TLY-` key, When the workflow completes, Then no webhook is sent and the workflow does not fail for that reason.
AC5 — Given the staging health poll never succeeds, When the workflow runs, Then it fails before running e2e and the log states which health check timed out.","**Context**

Merging moves a story to In Test; it reaches Done only when its Test ticket passes. That depends on `main.yml` deploying staging, running e2e there, and posting the result to the Jira webhook with the issue keys taken from the commit range — the loop the whole delivery model rests on.

**Notes**

Verify against real services: staging deploy hooks, `/health` polling, Playwright against `STAGING_URL`, key extraction from `git log --format=%s $BEFORE..$SHA`, and the webhook posted on both success and failure. Failure must file a linked Bug through the Jira side, so a deliberate failing run is part of the acceptance."
"E13-03","Story","quality-release","Grow Playwright journeys to cover the moat behaviours","High","3","no","quality-release area:infra","E13-01","5","AC1 — Given the e2e suite, When the tester runs it against a seeded staging environment, Then a journey drafts an answer for a fact absent from the profile and asserts the answer contains `[INPUT NEEDED` and its status reads `needs-input`.
AC2 — Given the suite, When it runs, Then a journey asserts the final ZIP control is disabled with an unresolved mandatory item, resolves it, and asserts the ZIP then downloads.
AC3 — Given the suite, When it runs with no outbound network access to `etenders.gov.ie`, Then every journey still completes — proving fixtures are used.
AC4 — Given a journey tagged `@smoke`, When the tester runs the suite filtered to that tag, Then only the smoke journeys execute.
AC5 — Given a journey fails, When the tester opens the CI artefacts, Then a trace and a screenshot for that failure are attached.","**Context**

The bootstrap skeleton covers three journeys. The behaviours that must never regress are the product rules themselves: missing evidence shows REVIEW rather than a green tick, unknown facts render as `[INPUT NEEDED]`, and the final pack stays locked until mandatory items resolve. Those need e2e coverage against fixtures, not trust.

**Notes**

Add journeys: draft an answer with missing evidence and assert the placeholder and `needs-input` status; resolve a blocker and assert the final ZIP unlocks; import an amended pack and assert the change panel. Fixtures only — no live eTenders in CI. Tests are named for the acceptance criteria they verify."
"E13-04","Story","quality-release","Staging seed data tooling","Medium","2","no","quality-release area:infra","E13-02","5","AC1 — Given an empty staging database, When the tester runs `npm run seed:staging`, Then the command exits 0 and signing in as the seeded demo user shows one analysed tender and one tender with unresolved blockers.
AC2 — Given seeded staging, When the tester runs the seed again, Then the command exits 0 and no duplicate organisation, tender or person is created.
AC3 — Given the seed script is pointed at a database URL whose host matches the production host, When it is run, Then it refuses with a message naming the guard and changes nothing.
AC4 — Given seeded data, When the tester inspects the demo user's email address, Then it uses the reserved example domain and not a real address.
AC5 — Given seeded staging, When the e2e suite runs against it, Then every journey finds its expected starting state and the suite exits 0.","**Context**

E2E journeys and manual testers both need a known starting state. Hand-building an account with a company profile, evidence, people and an analysed tender before each test run is slow and inconsistent, and stale staging data makes failures ambiguous.

**Notes**

Idempotent seed script creating a demo organisation with a complete profile, three vault documents, two people with CVs, one analysed fixture tender with drafted answers, and one tender with unresolved blockers. Runs against staging and locally; refuses to run against production. Seeded accounts use clearly non-real data and a reserved email domain."
"E13-05","Story","quality-release","Flaky test quarantine process","Medium","2","no","quality-release area:infra","E13-03","5","AC1 — Given a journey tagged `@quarantine`, When the blocking e2e run executes, Then that journey is not executed and the blocking job's conclusion is unaffected by it.
AC2 — Given the same tagged journey, When the non-blocking quarantine job runs, Then it executes and its result appears in the workflow summary.
AC3 — Given a quarantined journey fails, When the workflow completes, Then no Jira Bug is filed for it.
AC4 — Given a test quarantined more than the documented maximum days ago, When the quarantine report runs, Then it names that test and its quarantine date as overdue.
AC5 — Given `CONTRIBUTING.md`, When the reviewer reads the quarantine section, Then it states who may quarantine a test, what must be recorded, and the maximum time before it must be fixed or deleted.","**Context**

One flaky e2e journey turns the required check into noise, and the automation contract (fail files a Bug) turns noise into a stream of junk Bug tickets. A defined quarantine path keeps the signal honest without blocking delivery.

**Notes**

`@quarantine` tag excluded from the blocking run and executed in a separate non-blocking job that reports results; a documented rule for when a test may be quarantined, who owns it and the maximum time it may stay there; a report listing quarantined tests with their quarantine date. Documented in `CONTRIBUTING.md`."
"E13-06","Story","quality-release","Load smoke on the analysis endpoint","Low","2","no","quality-release area:infra","E13-02 E8-06","5","AC1 — Given staging with seeded data, When the tester runs `npm run load:analysis`, Then the run reports p50 and p95 latency, the error rate and the peak database pool usage.
AC2 — Given the documented p95 threshold, When a run exceeds it, Then the run exits non-zero and its output names the threshold and the observed value.
AC3 — Given the load run, When the tester inspects usage records afterwards, Then no rows were written to the live model vendor — the stub was used.
AC4 — Given the load run completes, When the tester reads its summary, Then the concurrency level and total request count are stated.
AC5 — Given the scheduled workflow, When it runs against staging, Then its report is attached to the workflow run as an artefact.","**Context**

Analysis is the heaviest endpoint: a large document set, a model call and a database write, on a single-process server with a pool of five connections. Nobody knows how many concurrent analyses the service survives, and finding out from a customer would be expensive.

**Notes**

A modest scripted load run against staging with a stubbed model response (so the run measures our service, not the vendor), reporting p50 and p95 latency, error rate and pool saturation, with a documented threshold that fails the run. Scheduled rather than on every pull request. Findings become their own stories rather than being fixed inside this one."
